"","text","emotion","polarity","result"
"8419","jetblue rqstd upgrade to mint at lax and was told no because i used points why turn downbcz i used points trueblue","disgust","negative","negative"
"8420","jetblue when are you going to get wifi on your planes","sadness","negative","neutral"
"8421","jetblue oh yeah great flight down to mexico with a wonderful crew thank you","joy","positive","positive"
"8422","jetblue how can we get help with a hotel we booked with you and are having issues with","sadness","negative","neutral"
"8423","jetblue trading customer experience for short termso sad for this previous loyal customer","sadness","neutral","negative"
"8424","jetblue hi just dmd info","unknown","positive","neutral"
"8425","jetblue flightfll to sfo no speed line even though i paid for it no coffee on flight and my non stop now has an unscheduled stop","surprise","neutral","negative"
"8426","jetblue thanks","unknown","positive","positive"
"8427","jetblue any concern about cancelled flightled flights due to the cold weather in nj saturday am do you cancelled flight atdegrees","joy","negative","neutral"
"8428","jetblue why wasnt aservice credit voucher i received for tv not working accepted on my next flight for a pillow","unknown","negative","negative"
"8429","jetblue gains altitude but skywest hits turbulence jblu skywinvestors business daily","unknown","positive","neutral"
"8430","jetblue good morning sunshine tailfinthursday","joy","positive","positive"
"8431","jetblue wheres my selfie","unknown","positive","positive"
"8432","jetblues ceo battles to appease passengers and wall streetthevdt","joy","neutral","negative"
"8433","jetblue airways reveals bluemanity liverytravelpulse","unknown","positive","positive"
"8434","jetblue unveils new bluemanity liveryusa today","unknown","positive","neutral"
"8435","jetblue marks th year with bluemanity plane design","unknown","positive","neutral"
"8436","jetblue haha thanks jetblueˇëú‚òÔè","unknown","positive","positive"
"8437","jetblue could i get a free flight to vegas since its my bdayˇòè‚òÔè","sadness","negative","neutral"
"8438","jetblue im flying with you from miboston and then icelandair to icelandhours between can we check our bags all the way","unknown","negative","neutral"
"8439","i know you have a lot of baggage but i want you to know i really enjoyed being inside you jetblue jetbae","unknown","positive","positive"
"8440","jetblue every crew member i dealt with in orlando was incredibly rude im actually pretty disgusted with jetblue right now","disgust","neutral","negative"
"8441","jetblue thank you so muchi wasnt sure since in know the limit isozs excited to fly with jetblue","unknown","positive","positive"
"8442","jetblue is it your standard protocol to call security onto a plane for a crying baby","unknown","negative","negative"
"8443","jetblue finally starting to come outminutes and no communication is not acceptable letting me down today","unknown","positive","negative"
"8444","jetblue found someone to ask no answers landed almostminutes ago","unknown","negative","negative"
"8445","hey jetblue thats a sexy tattoo you got there on your left engine jetbae","unknown","neutral","positive"
"8446","jetblue flightbags havent come and we landedminutes ago","unknown","positive","negative"
"8447","jetblue thanks to o stbernard for taking time to read through page to find info as supervisor felt to insist tho i showed previous comm","unknown","positive","positive"
"8448","jetblue gnight checked in at pos amp supervisor was unaware of policy that sucked having to guide him to the internet he was v unfriendly","unknown","negative","negative"
"8449","jetblue jua at jfk just ask desk was incredibly helpful thanks","unknown","positive","positive"
"8450","jetbluehour delay while sitting on the plane and you still wanna charge me for beer nah im good","joy","positive","negative"
"8451","jetblue can you tell me which days you fly direct buffll and fllbuf","unknown","positive","neutral"
"8452","jetblue your customer services agent jorge at orlando international is rude and disrespectful i never want to deal with your bullshit ever","unknown","neutral","negative"
"8453","jetblue i cri","unknown","positive","neutral"
"8454","jetblue closepwcs please just tweet thisˇôèˇôè‚ùÔè i fly jetblue every time btwˇòè","joy","positive","positive"
"8455","jetblue can you do me a huge favorˇôè‚ùÔè","unknown","positive","neutral"
"8456","jetblue are you my friend","joy","positive","neutral"
"8457","jetblue if it was simply a minor mechanical why would they say that","unknown","positive","negative"
"8458","jetblue can you tweet closepwcs to get the word outˇò","sadness","negative","negative"
"8459","jetblue my mother had overheard a personnel ask the attendant if the passengers really knew what was going on and the attendant said no","unknown","negative","negative"
"8460","jetblue btw her name was samantha and she won over everyone on the flight","unknown","negative","positive"
"8461","jetblue what happened w from bossan my mother is onboard amp the crew was evasive as to why they had to return to bos the first time","unknown","negative","negative"
"8462","‚Äújetblue kylecomer jetblue relate flightd this time ‚Äù no but why wont school be cancelled flighted its very cold out","unknown","negative","neutral"
"8463","jetblue i will thank you","unknown","positive","positive"
"8464","jetblue it says it is nowyou owe me","unknown","positive","negative"
"8465","jetblue i want you to pay for my parking fee at orlando airport because your app told me my moms flight landed atand it lied","unknown","negative","negative"
"8466","jetblue u cool","unknown","positive","positive"
"8467","jetblue amazingly awesome customer service from your reservation agents tonight helping correct a mistake i so love this airline","joy","neutral","positive"
"8468","jetblue the th annual marthas vineyard african american film festivalaugustour attendees deserve a great flight to mv","joy","neutral","positive"
"8469","jetblue is yr site having trouble for mobile check in","unknown","negative","neutral"
"8470","jetblue they told usminutes almostminutes ago","unknown","positive","negative"
"8471","jetbluefll to lga this is getting old th jetblue flight inweeks th significant delay","unknown","negative","negative"
"8472","jetblue i just submitted feedback for you gripeo not a good wayhandle baggage or customers","joy","positive","negative"
"8473","jetblue tsparrow love it theyre cute","joy","positive","positive"
"8474","jetblue theres a large family of birds inside t are they fed are they there for a purpose","disgust","positive","neutral"
"8475","jetblue sure thing","unknown","positive","neutral"
"8476","jetblue works with google chrome but not internet explorer","unknown","positive","neutral"
"8477","jetblue i was believing you for a minute but we just got delayed for a rd time","unknown","positive","negative"
"8478","jetblue if theres a schedule change on my tix can you change the the destination airport to a sister airport like ewr and jfk","joy","positive","neutral"
"8479","jetblue delayperfect time to learn swift programming with teamtreehouse","unknown","positive","negative"
"8480","jetblue statement on lufthansa incentive offerdigital journal","unknown","positive","neutral"
"8481","jetblue the best airline in the world","unknown","positive","positive"
"8482","jetblue i would go anywhere jetblue goes","unknown","positive","positive"
"8483","jetblue anywhere","unknown","positive","neutral"
"8484","jetblue wow you guys answer people wow you care i love jet blue","joy","positive","positive"
"8485","jetblue thanks i appreciate your prompt response","joy","positive","positive"
"8486","jetblue i put it my to and from airports click update and it tells me to put in my to and from airports","unknown","positive","negative"
"8487","jetblue why doesnt your best fare finder work","unknown","positive","negative"
"8488","jetblue to dc this summer and help local youth get ready to return to school with math refresher courses flyitforward","sadness","positive","neutral"
"8489","jetblue good luck thanks","joy","positive","positive"
"8490","it really is nice though the snack fridge‚Äthat you can just get up and take stuff out like a dorm common room is genius jetblue","joy","neutral","positive"
"8491","currently on jetblue my new robotic lovedoll reminded heavily of pattonoswalts bit about themhence an excuse to say huxleyesque","unknown","negative","neutral"
"8492","jetblue third jetblue flight in less than a week all late flight not for weatherreliability going downhill","unknown","negative","negative"
"8493","jetblue i have many allergies and want to know if i can bring an oz bottle of benadryl on the flight along with myepipens","unknown","neutral","neutral"
"8494","jetblue this is how you have me feeling","unknown","positive","negative"
"8495","jetblue why is the buffalo flight so late flight","unknown","negative","negative"
"8496","jetblueanywhere away from this snow globe to warmth sand and palm trees","joy","positive","neutral"
"8497","jetblue u suck big donkey balls","unknown","negative","negative"
"8498","jetblue any good deals for march looking to fly to orlando","joy","positive","neutral"
"8499","jetblue if i tell you i like that warriors pick will that get me that bump to first class","joy","negative","positive"
"8500","jetblue jetblue sofly wish firststari seetonight","unknown","positive","neutral"
"8501","jetblue waiting for fltto chicago why hasnt aircraft left buffalo yet","unknown","negative","negative"
"8502","jetblue i dont think ill be testing those waters out on my own dime again","unknown","neutral","negative"
"8503","jetblue cmon now my flights delayed annnnnd you cant give me a pick im about to tweet at united or delta","joy","negative","negative"
"8504","jetblue flight isfull","unknown","negative","negative"
"8505","jetblue client is asking if kids need their own email addresses to get tb acct is this true","sadness","negative","neutral"
"8506","jetblue walked down the hall to carousel found all bags sitting there still no words from crewsignage still not updated","unknown","positive","negative"
"8507","jetblue headphone jack not working on my flight","unknown","negative","negative"
"8508","jetblue its absolute madness in the west but tell me who you like between memgrizz warriors spurs and okcthunder","anger","neutral","neutral"
"8509","jetblue triedconsiderable confusionno announcementno sign updates","unknown","positive","negative"
"8510","jetblue jetbluebos whats up with luggage for fltdcabospax waiting formin for bagsno show carouselsigns not updating","unknown","negative","negative"
"8511","jetblue thx for the pointer but im good with the big monitorany advice on who i should pick to come our of the western conf nba","joy","neutral","neutral"
"8512","jetblue i hadfightget a credit for the value of my bag but i got it skytrax jetblue corpgreed nevertakeno","unknown","positive","negative"
"8513","jetblue airways corporation jblu loseson news that jetblue airwayswallstreet scope","unknown","positive","neutral"
"8514","jetblue they did not have any amp asked if i wanted tea how do you have teaampnot coffee im a gold on united amp coffee i nvr think x about","unknown","positive","negative"
"8515","jetblueur wed bwiboston flights pm really need to be better scheduled they are almost always delayed","unknown","negative","negative"
"8516","jetblue ill pass along the advice you guys rock","unknown","negative","positive"
"8517","jetblue id fly to an airline who actually gave a crap about its fliers outside of generic apologies jet blue is terrible jetblue","fear","negative","negative"
"8518","jetblue am austin to jfk","unknown","positive","neutral"
"8519","jetblue the big board says we arent leaving until afterˇò","unknown","positive","negative"
"8520","jetblue hes sch fortmw on aa would love to find him an earlier one with yall if possible hes in fll","joy","neutral","neutral"
"8521","jetblue while i appreciate that you actually responded i travel way too much for you to tell me coffee is not a basic option","joy","neutral","negative"
"8522","jetblue my dads vacation to sxm got delayed a day because of americanair shoddy service earliest fll gt sxm flight trying to hep him out","unknown","negative","negative"
"8523","jetblue i did not report the updated infodont know how to reach them without a super long wait on hold at your main number","unknown","neutral","negative"
"8524","jetblue i cant say what airline i am on right now but i sincerely miss you bestairline","unknown","neutral","positive"
"8525","jetblue whoa no tag and you still saw my tweet flightjfk to chicago trying to get home to see my little brother wrestle","joy","negative","negative"
"8526","jetblue airways corporation price target updatestafford daily","unknown","positive","neutral"
"8527","jetblue i would go to italy to visit my relatives and see the house my dad left when he passed","unknown","negative","neutral"
"8528","jetblue id go to australia to enjoy the land down under always been on my bucket list flyingitforward","joy","negative","neutral"
"8529","jetblue hi is it possible to upgrade to a mint seat on an already booked ticket thanks","unknown","positive","neutral"
"8530","jetblue left my coat on flightthis morning in overhead binreported seat a but i was athxticket","unknown","negative","neutral"
"8531","jetblue my daughters college game in denveronly one set of parents will be there ˇòˇòˇò","unknown","neutral","neutral"
"8532","jetblue ok ill book jb to jfk then book to ath thank you","unknown","neutral","positive"
"8533","jetblue need flight to ath from pdx do you coordinate with other airlines","unknown","negative","neutral"
"8534","jetblue so why do you put this at the bottom of ur baggage report for fun jetblue airlinequality skytrax","unknown","negative","negative"
"8535","jetblue if u want to be helpful save me the trip from westchester cty to jfk plus parkingmy info is in the photo","unknown","positive","negative"
"8536","jetblue yes thats true but they are a bit pricey i will look into it further love you guys","joy","positive","positive"
"8537","jetblue i am heading to jfk now just on principle alone to deal w my lost amp damaged bag jetblue jetbluesucks jfk badservice fail","unknown","neutral","negative"
"8538","jetblue u now have my gears grinding the jfk baggage office told me i need to bring the bag back right now if not they will close my claim","joy","neutral","negative"
"8539","jetblue do you sell open tickets i have a sick relative and may have to travel at a moments notice sad but true","disgust","negative","neutral"
"8540","jetblue i flew to san francisco from fort lauderdale with you last year had a fantastic time so would like to go back","joy","positive","positive"
"8541","jetblue u say our safety is our highest priority but that doesnt extendour property this is totally nuts","unknown","positive","negative"
"8542","jetblue to allow payment by apple paypatriarc","unknown","positive","neutral"
"8543","jetblue my flyingitforward affects just one small family of four but it would make a huge difference in their life","unknown","positive","positive"
"8544","jetblue glad u happy i have my bag but as a traveler i entrusted u w my property amp u return it damaged amp thats the best answer u have","joy","positive","negative"
"8545","jetblue id go to portsmouth nh to take care of my friends son while she takes her daughter to boston for surgeryflyingitforward","joy","positive","neutral"
"8546","jetblue is the worst i have to postpone my trip and they cant accommodate guests like southwestair neveragain","joy","neutral","negative"
"8547","jetblue hawaii get me somewhere warm amp i can find some good to do flyitforward","joy","neutral","positive"
"8548","jetblue thx for confirming again yr team is awesome thanks for the prompt amp helpful response cheers to less snow in everyones future","unknown","positive","positive"
"8549","jetblue prfriendly tweets dont help drive accountability hope mr hayes takes note","unknown","positive","negative"
"8550","jetblue what a great idea cometoaustin","joy","positive","positive"
"8551","jetblue i would go to las vegas it is gorgeous and i go there every year and i fly with you guys vegas is gorgeous amp so much to do thereˇú","unknown","positive","positive"
"8552","jetblue i like marie harf go to iraiq find isis and spread good and offer resume service to isis in order to find jobs marieharf","joy","positive","neutral"
"8553","jetblue flyingitforward id fly to port au prince haiti to help with the ongoing earthquake relief efforts still lots to do there","unknown","positive","neutral"
"8554","jetblue just dmed thanks so much for addressing this so quickly","unknown","positive","positive"
"8555","jetblue done also looks like you opened some up on my flight to vegas on sunday ˇíô","joy","neutral","positive"
"8556","jetblue says lufthansa incentive offer to have no impact on share countnasdaq","unknown","positive","neutral"
"8557","jetblue only wish your ground operation was as expedient as your twitter response team delay just got extended","unknown","positive","negative"
"8558","jetblue only wupgrade unsure why she cant just switch someone around i calledhrs in advance for this reason","fear","positive","negative"
"8559","jetblue can you dm","unknown","positive","neutral"
"8560","jetblue keeps asking me to enter a valid email address my info is saved and has worked hundreds of times before","unknown","positive","negative"
"8561","jetblue is the trueblue site broken at the moment","unknown","neutral","neutral"
"8562","jetblue any ems window seats ontomorrow","unknown","positive","neutral"
"8563","jetblue airways corporation registers high short interestwall street pulse","anger","positive","neutral"
"8564","jetblue any chance you will by this summer","unknown","positive","neutral"
"8565","jetblue do you have mint service from nyc to san diego","unknown","positive","neutral"
"8566","jetblue cant change it true blue points and i cant get to a phone","sadness","negative","negative"
"8567","jetblue my mom wanted me to change her seat along with my sister but their two different reservations and idk","unknown","neutral","neutral"
"8568","jetblue aw okay thanks","unknown","positive","positive"
"8569","jetblue i cant paybucks xd","unknown","positive","neutral"
"8570","jetblue best seat on a e to board early ready set go","unknown","positive","positive"
"8571","jetblue is it true theres a new a livery and a new website","unknown","positive","neutral"
"8572","jetblue shouldve been on one of your flights instead southwestair has now lost our bags to add insult to injury","unknown","negative","negative"
"8573","jetblue im all set about to fly not bad for a first date with a giant metal bird machine she even brought snacks","sadness","negative","positive"
"8574","jetblue im trying to add myflights to my badges account but i dont see an option help plz","unknown","negative","negative"
"8575","jetblue okay the new screens are laptoplarge amp real nice amp the wifi is appreciated thanks god for this tiny lil man in the middle seat","joy","positive","positive"
"8576","jetblue i cheated on you and im sorry ill never do it again southwestair has given my wife and i the worst start to a honeymoon ever","sadness","negative","negative"
"8577","jetblue this feels nicewhat weve got going on here lets just swap me out with the fool in a and we can make it all better","unknown","neutral","neutral"
"8578","jetblue yes but it hurt my feelings to walk by mint a fella can dream happythem","joy","neutral","neutral"
"8579","jetblue pilyoc dont talk about my friend jetblue like that thefutureisweird","joy","positive","neutral"
"8580","jetblue incidentally sheila at jfk deserves a raise because shes awesome","unknown","positive","positive"
"8581","jetblue id like to spread my grandpas ashes in naples italy he lived in the s while serving hisyrs in the usnavy flyitforward","joy","positive","neutral"
"8582","jetblue i deleted that tweet because one of your wonderful employees swooped in to helpfaith restored you are one of the good ones ˇëç","joy","positive","positive"
"8583","jetblue statement on lufthansa incentive offerstockhouse","unknown","positive","neutral"
"8584","jetblue lots of people scratching heads and looking at screens ignoring passengers","unknown","positive","negative"
"8585","jetblue i thought the same thing after i sent it","unknown","positive","neutral"
"8586","jetblue whats going on withlgafllpoor to no communication from gate agents","unknown","positive","negative"
"8587","jetblue fyiyour android app is set to not be applicable with the nexusplease fix its a phone not a tablet cheers","unknown","positive","negative"
"8588","jetblue order fare","unknown","positive","neutral"
"8589","jetblue our foodallergy community if you want our continued loyalty you need to do better than that perhaps some training is in","joy","positive","negative"
"8590","jetblue insensitive foodallergies are lifethreatening unsolicited uneducated opinions are inappropriate reckless amp dangerous to","unknown","negative","negative"
"8591","jetblue thanks for the fb message telling me i will have to wait betweendaysim waiting","unknown","positive","neutral"
"8592","jetblue airways sees significant decline in short interest jbluwkrb news","joy","neutral","neutral"
"8593","jetblue plans to offer direct flights from jfk to daytonabeach florida starting next february‚Ä","unknown","positive","neutral"
"8594","jetblue thank you for opening the conversationi hope you can make it right","unknown","positive","neutral"
"8595","jetblue when i checked yesterday it looked like it did did something change","joy","positive","neutral"
"8596","jetblue oh no i thought it did","unknown","positive","negative"
"8597","jetblues ceo battles to appease passengers and wall streetwaterbury republican american","joy","neutral","neutral"
"8598","jetbluebos to ord","unknown","positive","neutral"
"8599","jetblue thanks line moved quick already done","unknown","positive","positive"
"8600","jetblue i do follow you","unknown","positive","neutral"
"8601","jetblue nope none to be found","unknown","negative","negative"
"8602","jetblue i may need to i had aminute layover and now have amin delay on my first flight","unknown","negative","negative"
"8603","jetblue i may not make my connection and need to find out my options yet no one is here","unknown","negative","negative"
"8604","jetblue nope currently sitting at my gate","unknown","positive","neutral"
"8605","jetblue their names are both angel seriouslyhow cool is that truly fantastic service","surprise","positive","positive"
"8606","jetblue extraspeed line closed in tampa what gives","unknown","positive","negative"
"8607","jetblue i sent you an email","unknown","positive","neutral"
"8608","jetblue thank you","unknown","positive","positive"
"8609","jetblue thanks","unknown","positive","positive"
"8610","jetblue also emergency exit seatsand thats a huge win","unknown","positive","positive"
"8611","jetblue friendly engaging personable handled clarifying questions about baggage fees well and took an interest in what i was doing","joy","positive","positive"
"8612","jetblue so i dont know confirmation number or the names of the flight attendants and supervisor","unknown","neutral","neutral"
"8613","jetblue would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me","disgust","positive","negative"
"8614","jetblue hey so dre at seatac check in needs a raise stat dude gave me amazing customer service and made me feel valued ˇëç","surprise","positive","positive"
"8615","jetblue you respond to my friend lisapal but you cant respond directly to me","joy","positive","negative"
"8616","jetblues ceo pilots among ardent fans wall streetpoughkeepsie journal","joy","neutral","neutral"
"8617","jetblue the magic eight ball has never steered me wrong","unknown","neutral","positive"
"8618","jetblue you wanna help out how about you reimburse the money you cause my band to lose","unknown","neutral","negative"
"8619","jetblue but you guys should know that musicians are very sensitive about the safety of their instruments when flying for good reason","joy","positive","negative"
"8620","jetblue ask jbeatz but i teach marketing at a university and will gladly consult on customer service and how not to treat passengers","unknown","positive","negative"
"8621","jetblue loves to respond to positive tweets but they ignore problems w customers just ask nola musician jbeatz about that shameful","unknown","negative","negative"
"8622","jetblueim game if youre buying","unknown","negative","neutral"
"8623","jetblue will do thanks","unknown","positive","positive"
"8624","jetblue marks th year with new bluemanity plane designsun sentinel","unknown","positive","positive"
"8625","jetblue call was not made by the inflight crew they in fact asked us why we didnt bring it on","unknown","negative","negative"
"8626","jetblue last week i bought a plane ticket round trip to fl amp justfun i look at the price of them today and they went down nothappy","unknown","negative","negative"
"8627","jetblue youre welcome ˇëçˇëçˇëç","unknown","positive","positive"
"8628","jetblue are you ever looking for interns","unknown","positive","neutral"
"8629","jetblue is the greatest airline ever ˇíï‚úàÔèˇí truebluepoints jetbluemember","unknown","positive","positive"
"8630","jetblue s free wifi on board is the best thing thats happened since sliced bread","unknown","positive","positive"
"8631","jetblue only middle seats sfo gt bos not fun she keeps gettingcredits would much rather have a working tv","unknown","negative","negative"
"8632","jetblue disappointed we werent allowed to bring on an aircraft approved carseat on an empty plane not cool","joy","negative","negative"
"8633","jetblue beatriz and susan gatemco","unknown","positive","positive"
"8634","jetblue handled xjareds question like social media pros good practice for when our transportation systems are all run by friendly ais","joy","positive","positive"
"8635","jetblue maybe have a supervisor find out why the international checkin at ftl hasnt moved inminutes yet employees picked uppizza","unknown","positive","negative"
"8636","jetblue third flight in a row for my wife with her tv not working","unknown","negative","negative"
"8637","jetblue its a wonderful thing","surprise","positive","positive"
"8638","jetblue what is a personal email that i can contact i have a complaint that you should know about","unknown","neutral","negative"
"8639","jetblue whats up with website cant access flight info","unknown","neutral","negative"
"8640","jetblue just a thought","unknown","positive","neutral"
"8641","jetblue flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys big fan here","unknown","negative","positive"
"8642","jetblue i‚Äôm getting an ‚Äúit depends‚Äù vibe fair enough","unknown","positive","neutral"
"8643","jetblue flyfi thank you seattle and udub here we come cameronroe","unknown","positive","positive"
"8644","jetblue caymanislandsi know that barwish i was there now","unknown","positive","positive"
"8645","jetblue had a great flight to orlando from hartford a few weeks ago was great to get out on time and arrive early","joy","negative","positive"
"8646","jetblue to increase charter service to cubatravel agent","unknown","positive","neutral"
"8647","jetblue you guys continue to impress your crewmco gate helped our family with seat issues professional","joy","positive","positive"
"8648","jetblue loving the free wifi and legroom ‚úàÔè seattlebound","joy","positive","positive"
"8649","jetblue you are missing the point the flight left an hour late flight why are you allowed to be that late flight and still charge meand hrs","joy","negative","negative"
"8650","jetblue can i get some more leg room tonight b","sadness","negative","neutral"
"8651","jetblue nd time flying jetblue this year and my armrest tv controller doesnt work agianand thats the main reason i fly jetblue ˇòîˇòìˇò","unknown","positive","negative"
"8652","its on me jetblue thats not what you said last night though","unknown","negative","negative"
"8653","jetblue cinnabon the two of you should team up to serve cinnabons on the flights bonsinthesky","unknown","positive","negative"
"8654","jetblue anything for you flyfi","unknown","positive","positive"
"8655","jetblue hey you guys remembered lol but now my bos flights delayed and turn the heat down in t it feels hotter than pr","disgust","negative","negative"
"8656","jetblue thanks","unknown","positive","positive"
"8657","jetblue celebrates year anniversary with new liverycnnmoney","unknown","positive","neutral"
"8658","jetblue spoken toreps once im allowed to check my bag and through the tsa checkpoint i guarantee i will be talking to someone","unknown","positive","negative"
"8659","jetblue and the min line i stood in to drop my bag off","unknown","positive","negative"
"8660","jetblue credit to you for replyingi‚Äôll look forward to hopefully one of thoseon my flight home tonight","unknown","neutral","positive"
"8661","jetblue great flight as always thank you to the great crew on flighttravel jetblue","joy","neutral","positive"
"8662","jetblue got txtmin after sched dpt saying plane had just arrivedjfk late flightr txt w dpt gate change thendpt forflight","unknown","positive","negative"
"8663","jetblue i was not allowed to drop my bag off for my flight that i was running min late flight for turns out it left over an hour late flight","unknown","negative","negative"
"8664","jetblue youre killing me nowyou got me smitten trueblue","unknown","positive","positive"
"8665","jetblue my son left his ipad on flightfrom jfk to fll on monday i called and left message and have no heard back seat a","unknown","negative","negative"
"8666","jetbluemin response time im impressed im in its officialtruebluejetblue gets social","unknown","positive","positive"
"8667","jetblue thanks for listening doesnt mean i dont appreciate you","joy","neutral","positive"
"8668","jetblue all taken care ofother then the dropped call and the total half hour wait love jetblue","joy","negative","negative"
"8669","jetblue thank you for incredible customer svc from gate to flight mint experience is magic","unknown","positive","positive"
"8670","thanks jetblue next up we will see how the slog from jfk to the city goes","unknown","positive","positive"
"8671","jetblue social media takes flight with fly likeagirlwhat brand lesson can we learnsmm brand","unknown","negative","neutral"
"8672","jetblue lekvhg want to see what the cost would be to change to theflight","unknown","positive","neutral"
"8673","jetblue you stood me up last night but im giving you a second chance im just a boy tweeting an airline asking them to fly him home","unknown","negative","negative"
"8674","jetblue waited formin then got disconnect","unknown","positive","negative"
"8675","jetblue and a huge thanks to the crew on flightwho flew in to dca from sju monday night in the snow so we could have a plane","unknown","positive","positive"
"8676","jetblue is i cant make changes on the website am i still chargeddollars for using phone","unknown","positive","negative"
"8677","jetblue planning on itbtw excellent service and crew from dca through sju into sxm","unknown","positive","positive"
"8678","jetblue why yes yes it doesgreat trip down thanks for the lift","joy","positive","positive"
"8679","jetblue hotspot free wifi makes me happy jfk itsthelittlethings","joy","positive","positive"
"8680","jetblue your agents at iad have compounded this problem by not making any announcements jetbluemess","unknown","negative","negative"
"8681","jetblue just a heads up this page no longer exists","unknown","positive","negative"
"8682","jetblue deal","unknown","positive","neutral"
"8683","jetblue drwinston i think well need a selfie as proof","unknown","neutral","neutral"
"8684","jetblue philpete wonder if thats the pilot tweeting you back is it legal to tweet and fly what if the plane in front stops suddenly","surprise","positive","negative"
"8685","jetblue gorgeous day hope the flight back tomorrow am is just as pleasant thanks","unknown","positive","positive"
"8686","jetblue they say they have no update i dont work i dont get paidjet blue has my money but no flight argh","sadness","negative","negative"
"8687","jetblue no news here at the gate what are my options","unknown","positive","negative"
"8688","jetblue its okayim actually a tea kinda guy anyway thanks","unknown","positive","positive"
"8689","jetblue well im glad i got up atam so i can sit in an airportno place else id rather be not","joy","positive","negative"
"8690","jetbluenoi am guessing i have to call someone","unknown","negative","negative"
"8691","jetblue whyand notas scheduled","unknown","positive","negative"
"8692","jetblueiad to jfk still hasnt boarded whats todays excuse and how am i gonna get to work","sadness","negative","negative"
"8693","jetblue why is t that every time i fly jfk even more speed doesnt work waiting formin nogood","unknown","positive","negative"
"8694","jetblue can i change my flight if i already printed my boarding pass","unknown","negative","neutral"
"8695","jetblue its always a pleasure ‚òÔè","unknown","positive","positive"
"8696","jetblue this is lovely","unknown","positive","positive"
"8697","jetblue dumps amexnassau news live","joy","positive","neutral"
"8698","jetblue justdippin drops a new video off the upcoming project thetakeover produced by yponthebeatrt","unknown","positive","neutral"
"8699","jetblue to end partnership with american express","unknown","positive","neutral"
"8700","jetblue marks th birthday with blumanity paint jobdallasnews blog","unknown","positive","neutral"
"8701","jetblues ceo battles to appease passengers and wall street","joy","neutral","neutral"
"8702","jetblue change in the air for travelers investorsbloombergnews","unknown","negative","neutral"
"8703","jetblue finally taking off lasfllsju letsgo","unknown","positive","positive"
"8704","jetblue anywhere warm cause its freezing in nyc","joy","positive","neutral"
"8705","jetblue clients got zero inyears career never thought this was possible suitcases worth thousands ofin italian clothing robbed","unknown","positive","negative"
"8706","jetblue flightsandwill fly over afteram on your way into bostonloganmind taking ocean approach so we can sleep","unknown","negative","neutral"
"8707","jetblue not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable","unknown","positive","negative"
"8708","jetblue we even went to the airport and were on the phone for hrs and no help at all everyone said different things","unknown","positive","negative"
"8709","jetblue people kept saying it was due to weather but there were flights going directly to boston even after our flight","unknown","negative","negative"
"8710","jetblue i understand but everyone said different things and there was a flight out late flightr that night but only one of us got to take it","unknown","neutral","negative"
"8711","jetblue disappointed that my flight back to boston from pr was cancelled flightledrebookedthe next daydelayed that one too and no compensation","unknown","negative","negative"
"8712","jetblue great trip todaythanks to the crew flying us home they were fantastic","joy","positive","positive"
"8713","jetblue celebrates year anniversary with new liverydigital journal","unknown","positive","neutral"
"8714","jetblue awe you guys are great cant wait to travel with you again soon","joy","positive","positive"
"8715","jetblue yes announced we will take off youre on it thank you","unknown","positive","positive"
"8716","jetblue also thanks for your prompt replies im really impressedand youre not just brushing me off much appreciated","joy","positive","positive"
"8717","jetblue what about if i booked it through orbitz my email is correct but theres a middle party","unknown","positive","neutral"
"8718","jetblue its been a while since ive angry tweeted an airline apparently you read my mind before i could bitch thank you for the credit","anger","negative","positive"
"8719","jetblue it was at jfk airport right now","unknown","positive","neutral"
"8720","jetblue thats pretty nice are flight credits automatically given after the flight i also wish there were a lounge i could sleep in","unknown","positive","neutral"
"8721","jetblues valentinesday email was on point amp so clever thanks for being amazing jetblue loveisintheair","surprise","positive","positive"
"8722","jetblue she claimed that she did but i was not happy with the way i was treated","joy","neutral","negative"
"8723","jetblue ripped my suitcase i then was yelled at with attitude from geraldine your employee at the baggage centerworst airline jetblue","unknown","positive","negative"
"8724","jetblue shout out to the crew on flightheaded back to the big apple they kept my glass half full the whole flight jetbluejfk","unknown","negative","negative"
"8725","jetblue that makes sense it sucks though because now ill be stuck in the airport forhours and late flight to my meeting","unknown","negative","negative"
"8726","jetblue thank you for help and quick response","unknown","positive","positive"
"8727","jetblues new ceo seeks the right balance to please passengers and walldaily journal","joy","positive","neutral"
"8728","jetblue flightewr to fll","unknown","positive","neutral"
"8729","jetblue kleinerin hi know a pastor or homeschool mom who might like spirited have em contact me on prefundia","joy","positive","neutral"
"8730","jetblue dont know if u define that as a controllableirregularity","unknown","positive","neutral"
"8731","jetblue the gate agent said our original plane got deicing fluid in the engine that created a short so they took the plane out of service","unknown","positive","negative"
"8732","jetblue big shoutout to the crews onbosgtjfk ampjfkgtroc amp gate crews at c bos ampjfk long day of delays made better by them","unknown","neutral","positive"
"8733","jetbluehour delay supposed to land at pm now its am still not boarding epicfail","unknown","negative","negative"
"8734","jetblue first airline to use applepay in flight airlines","unknown","negative","positive"
"8735","jetblue i hope your system wasnt hacked cause someone elses passport info was on my reservation amp i couldnt get my boarding pass","sadness","negative","negative"
